opis;klasa
prosze o dostarczenie pojemnika 120 l na tworzywa sztuczne ul. wschowska 12a.;Pojemniki/worki na odpady
prosze o pilny odbior odpadow ze szkla z calej ul. braci gierymskich;Wywoz odpadow
prosze o zamiane wielkosci pojemnika na odpady z tworzyw sztucznych z poj. 120l na 240l ul. dobrzykowicka 3b. prosze o realizacje zgloszenia.;Pojemniki/worki na odpady
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: worki
opis: od miesiaca nie sa odbierane odpady plastikowe wykladane przy w/w nieruchomosci. w dniu dzisiejszym po raz drugi ich nie odebrano i nie pozostawiono worka. odpady sa wylozone w bardzo widocznym miejscu, na kuble, przy granicy z posesja nr 15, z ktorej odebrano odpady. prosze o pilny odbior odpadow i pozostawienie zoltego worka.";Wywoz odpadow
"temat: inne
opis miejsca: ul.zagony 45
opis: czy bedziecie panstwo rozsylac po domach rozpiske  wywozu roznych odpadow na caly rok ,tak jak w tamtym roku/?";Inne
"temat: brak worka na odpady
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: worek 120l
opis: ponawiam prosbe o dostarczenie workow na tworzywa sztuczne";Pojemniki/worki na odpady
"palone pojemniki na papier 1 szt; tworzywo 1 szt oraz 2 sztuki na zmieszane odpady. bardzo prosze o pilne podstawienie nowych pojemnikow ";Pojemniki/worki na odpady
zgloszenie dotyczy nieodsniezonej calej ulicy minskiej i upadkow mieszkancow na sliskim przejsciu dla pieszych. klient prosi o podjecie dzialan.;Akcja zima
"mieszkaniec zglasza, ze glowne ulice wygladaja jak lodowisko. brak na ulicach plugopiaskarek. na ulicach nie mozna poruszac sie samochodem, ulice sa tak sliskie, ze nie mozna hamowac, strach wsiasc w auto. autobusy sa opoznione z uwagi na panujace warunki na drodze, nie mozna dojechac w ogole do pracy!
prosze o podjecie stosownych dzialan.
prosze o potraktowanie sprawy jako pilnej.
";Akcja zima
mieszkaniec zglasza, ze cala ulica grabiszynska jest nie odsniezona jest rowniez bardzo slisko. prosze o odsniezenie ulicy i jej posypanie.  ;Akcja zima
"opis zgloszenia: 
oblodzona droga, brak interwencji piaskarek. 
lokalizacja: 
ulice: od hallera przez trauguta, opolska i krakowska 
osoba informujaca z tcom: 
imie i nazwisko      : anna teterycz 
zespol tcom 
urzad miasta wroclawia ";Akcja zima
"restauracja bulka z maslemrzy ul. wlodkowica 8a prosi- jesli jest taka mozliwosc aby firma odebrala przy okazji (bedac w poblizu) smieci- prosi o odbior odpadow komunalnych, zmieszanych z uwagi na przepelniony pojemnik. pani prosi o wczesniejszy kontakt (tel. 512493665, e- mail: bulkazmaslem.wroc@gmail.com) 2 godz. wczesniej aby pojemnik zostal wystawiony na zewnatrz.
pani prosi o przeslanie harmonohgramu wywozu odpadow 2019 na adres e- mail: bulkazmaslem.wroc@gmail.com
klient z gory dziekuje za pomoc.";Wywoz odpadow
"temat: inne
opis: dzien dobry,
chcialabym dowiedziec sie w jaki sposob zglosic nowa osobe na deklaracji oraz w jaki sposob zmienic nazwisko  w przypadku zmiany stanu cywilnego w istniejacej juz u panstwa dokumentacji czy robi sie to przez korekte?
pozdrawiam
marzena radke (jaszczuk)";Inne
"opis zgloszenia: brak odsniezenia ulic hallera, kosmonautow oraz al. karkonoska 
lokalizacja:mieszkaniec zglasza ze tragiczna sytuacja jest w calym miescie 
osoba informujaca z tcom: 
imie i nazwisko      : iwona gierada-berlinska 
zespol tcom 
urzad miasta wroclawia ";Akcja zima
wlasciciel nieruchomosci prosi o dostarczenie harmonogramu odbioru odpadow komunalnych dla przedmiotowej nieruchomosci droznicza 16/1 (wrzucenie do skrzynki pocztowej).;Wywoz odpadow
"temat: przepelnienie pojemnika
odpady: odpady ze szkla
pojemniki: pojemniki 10 m3
opis: dzien dobey, prosze o odbior szkla - dot. adresu wroclaw, ul. dmowskiego 19 g, h, j, k. pojemnik 240 l plus kilka reklamowek wypelnionych butelkami tuz przy nim. z gory bardzo dziekuje.
pozdrawiam
anna cichowicz
administrator";Wywoz odpadow
"temat: pas drogowy - jezdnia
dzielnica: krzyki
opis miejsca: droga wokol zsp nr 21 przy ul. klodzkiej 40 we wroclawiu oraz chodniki - droga do szkoly (sasiednie)
opis: nieodsniezony pas drogi wokol szkoly przy ul. klodzkiej 40 (od strony parkingu i wejscia do szkoly). obecnie zmarzlina na drodze,  konieczna jest interwencja piaskarki. chodniki wokol szkoly zostaly odsniezone przez pracownika zsp nr 21.  chodniki nie nalezace do terenu posesji - oblodzone.         prosze o pilna interwencje.";Akcja zima
"temat: harmonogram
zarzadca: fontis
opis miejsca: przy oslonie smietnikowej
opis: harmonogram wywozu odpadow wielkogabarytowych dla nieruchomosci przy ul. przyjazni 4a-d zaplanowane zostalo tylko 4 razy w roku. jest to ogromna nieruchomosc ze 160 mieszkaniami. prosze o skorygowanie tej ilosci i zwiekszenia jej do 12 razy w roku tak jak to mialo miejsce w 2018r";Wywoz odpadow
"temat: zapytanie o harmonogram
odpady: papier i tektura
pojemniki: pojemniki 60-1100 l
opis: dzien dobry, w harmonogramie nie zostal uwzgledniony wywoz plastikow. czy zmienila sie segregacja?
pozdrawiam monika gniewek";Wywoz odpadow
"temat: podstawienie dodatkowego pojemnika na odpady
odpady: papier i tektura
pojemniki: pojemnik 1100l
opis: prosze o podstawienie dodatkowego kontenera 1100l na papier i tekture pod wskazany w zgloszeniu adres.";Pojemniki/worki na odpady
"temat: pas drogowy - jezdnia
dzielnica: fabryczna
opis miejsca: wroclawski park technologiczny s.a.
opis: lodowisko na ulicy austriackiej, szwajcarskiej, dunskiej";Akcja zima
zgloszenie dotyczy nie odsniezonych ulic na ktorych jest bardzo slisko ul australijska ul dunska i ul szwajcarska sa to ulice dojazdowe do wroclawskiego parku technologicznego. prosze o odsniezenie i posypanie ww ulic. ;Akcja zima
"temat: uszkodzenie mienia
opis miejsca: wielorodzinne budynki mieszkalne przy ul. kieleckiej 14-14c we wroclawiu - droga wjazdowa na osiedle (oslona smietnika)
opis: dzien dobry,
zglaszam, ze podczas odbioru odpadow bytowych zniszczeniu ulegl kraweznik drogi wjazdowej na osiedle wielorodzinnych budynkow mieszkalnych przy ul. kieleckiej 14-14c we wroclawiu. w zalaczniku przesylam zdjecia obrazujace skutki zniszczenia. prosze o jak najszybsze usuniecie zniszczen i doprowadzenia drogi do stanu pierwotnego. 
z powazaniem
dariusz rudzinski
kierownik budowy";Inne
"temat: podstawienie kontenera
zarzadca: egendom sp. z o. o.
opis miejsca: prosze o podstawienie kontenera na zielone odpady na wolnym miejscu postojowym na w/w nieruchomosci.
opis: prosze o podstawienie kontenera na zielone odpady na wolnym miejscu postojowym na w/w nieruchomosci.";Strefa Zarzadcy
"temat: podstawienie kontenera
zarzadca: sp.oldzielnia mieszkaniowa im. b. krzywoustego
opis miejsca: trawnik przy zgromadzonych galeziach
opis: prosze o podstawienie kontenera 16m3";Strefa Zarzadcy
"temat: podstawienie dodatkowego pojemnika na odpady
odpady: zmieszane odpady komunalne
pojemniki: pojemnik 1100l
opis: dzien dobry, 
wystepujac jako administrator wspolnoty mieszkaniowej rodzinny gaj mieszczacej sie przy ul. klodzkiej 4-38  we wroclawiu, w zwiazku z odebraniem ii etapu inwestycji bardzo prosze o pilne podstawienie dodatkowych pojemnikow do oslony smietnikowej zlokalizowanej przy ul. klodzkiej 38 
 pojemnikow na odpady zmieszane 
a) 3 pojemniki na odpady zmieszane
b) po 1 pojemniku z kazdego rodzaju na odpady segregowane. 
w przypadku jakichkolwiek pytan prosze o kontakt pod nr tel. 691-075-007.

z powazaniem 
magdalena biarda";Pojemniki/worki na odpady
"temat: zapytanie o harmonogram
odpady: odpady zielone
pojemniki: pojemniki/dzwony do zbiorki selektywnej
opis: dzien dobry,
czy / kiedy planowany jest odbior choinek w okolicy ul. tarninowej?
dziekuje";Wywoz odpadow
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: zmieszane odpady komunalne
pojemniki: pojemniki 60-1100 l
opis: dzien dobry.
zglaszam brak wywozu odpadow komunalnych z ulicy straussa 32/1.
z godnie z harmonogramem smieci byly wywozone we wtorek, jest sobota a pojemniki pelne na calej ulicy.
prosze o informacje kiedy pojemniki zostana oproznione";Wywoz odpadow
"temat: brak worka na odpady
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: worek 120l
opis: prosze o 5 rulonow zoltych workow na tworzywa sztuczne.";Pojemniki/worki na odpady
"temat: uszkodzenie mienia
opis miejsca: przed posesja
opis: dzien dobry,
2 stycznia 2019roku przed swoja posesja zaparkowalam auto. po kilku godzinach okazal sie, ze auto ma zarysowane tylne nadkole nad ktorym byla wcisnieta nakretka od sruby samochodu marki man. jedynymi autami ciezarowymi, ktore przejezdzaja przez ulice na ktorej mieszkam sa smieciarki, dlatego postanowilam napisac do panstwa w tej sprawie. bardzo prosze o sprawdzenie czy 2.01 ktorys z panstwa pracownikow mogl zarysowac moje auto.
wydaje mi sie rowniez, ze w harmonogramie na panstwa stronie jest blad, poniewaz pod moim adresem widnieje informacja, ze z mojej posesji wywozone sa tylko odpady zmieszane, a z mojej posesji wywozone sa wszystkie rodzaje odpadow (szklo, mieszane, bio, papier, plastik).
pozdrawiam,
k.cybulska";Inne
"klient zglasza brak odbioru odpadow zmieszanych w dn. 04/01/2019. sprawa dotyczy ul. zarskiej nr 24 (na liscie adres emuia brak jest ul. zarskiej 24).
klient prosi o natychmiastowy, pilny odbior tego rodzaju odpadow.";Wywoz odpadow
"temat: przepelnienie pojemnika
odpady: odpady ze szkla
pojemniki: pojemniki 60-1100 l
opis: prosze o oproznienie pojemnikow na szklo . pod koniec grudnia 2018 nie zostaly oproznione. 
dotyczy to ul. nowowiejskiej 1;3;5;7 
oraz jednosci narodowej 123;125";Wywoz odpadow
"ponowne zgloszenie dot. braku odbioru odpadow wszystkich frakcji z ul. przemyskiej 26. id 58746 prosze o interwencyjny odbior odpadow z tworzyw sztucznych, papieru , odpadow zielonych z ul. przemyskiej 26 i 26a. odpady nie sa odbierane zgodnie z harmonogramem. panowie zabieraja tylko odpady zmieszane zostawiajac reszte frakcji. uszkodzili klamke w bramce i nie zamykaja bramki. mieszkanka prosi rowniez o dostarczenie 10 szt. workow na odpady zielone.
prosze o interwencje i pilny odbior poniewaz po zgloszeniu odebrano tylko jeden worek z papierem, pozostale zostawiono.";Wywoz odpadow
"temat: inne
opis: notorycznie kubly  pozostawiane sa na chodniku i nie transportowane na teren posesji gdzie normalnie stoja. pracownicy alba pozostawiaja pojemniki wprost w przejsciu furtki  uniemozliwiajac wyjscie  z posesji mieszkancom.";Pojemniki/worki na odpady
"wlasciciel nieruchomosci czolgistow 16 prosi o dostarczenie workow zoltych na tworzywa sztuczne w ilosci 10 szt., worki mozna przerzucic w glab posesji przez ogrodzenie.
klient prosi o dostarczenie harmonogramu wywozu odadow na rok 2019 (wrzucenie do skrzynki pocztowej).";Pojemniki/worki na odpady
"pd: utrzudnien z powodu nie odsniezenia drog
utrzudnien z powodu nie odsniezenia drog
dla sp. z o. o.-maciej szewczyk	do:	zdium	
03.01.2019 09:02
dw:	wtr, wtr adam wiecek, wtr michal nagrodzki, wtr marcin wronski, wtr andrzej tabaka, wtr arek woronko, warbus biuro, dla dyspozytor, dla wanda zielinska, dla zielinskim miroslaw, dla olaf zielinski, dla janusz gajewski, dla grzegorz bajore
witam 
  
w zwiazku z intensywnymi opadami sniegu kierowcy autobusow zglaszaja bardzo duze problemy z nieodsniezeniem i nie posypaniem drog m.in. zablokowany jest przejazd przez ul. mokrzanska gdzie samochod osobowy stanal w poprzek drogi a autobus stojacy w korku powoli suwa sie do rowu. 
  
w zwiazku z powyzszym z uwagi na bezpieczenstwo pasazerow jaki mienia beda wystepowac opoznienia lub braki w realizacji przewozow. 
pozdrawiam,
maciej szewczyk
koordynator przewozow pasazerskich
----------------------------------------------------------
dolnoslaskie linie autobusowe sp. z o.o.
ul. dlugosza 60, 51-162 wroclaw
tel. (071) 394 33 35
mobile: 601-180-914
e-mail: mszewczyk@dla.com.pl
serwis internetowy: www.dla.com.pl
nip: 899-22-60-061";Akcja zima
"zarzadca nieruchomosci ryszard szoltysek zglasza przepelniony pojemnik na odpady wielkogabarytowe na przedmiotowej nieruchomosci. klient prosi o wymiane na pojemnika (pojemnik podstawiony rano w dn. 07/01/2019)- jesli jest mozliwosc podstawienie pojemnika o duzej pojemnosci.
kontakt tel. 505044815";Strefa Zarzadcy
"temat: podstawienie dodatkowego pojemnika na odpady
odpady: odpady zielone
pojemniki: pojemnik 1100l
opis: prosze o podstawienie pojemnika na odpady zielone. w workach zgromadzone sa zebrane liscie, ktore stoja kolo oslony smietnikowej. nie mam mozliwosci wybrania wiekszego pojemnika gdyz nie ma w systemie wiekszego. pojemnik, ktory wybralam to byc moze worki sie do niego nie zmieszcza. dobrze by bylo podstawic kontener 8 m3 wowczas worki sie zmieszcza  do kontenera. o terminie podstawienia prosze poinformowac emailem wowczas dozorca zaladuje worki.";Pojemniki/worki na odpady
"temat: inne
opis miejsca: . ul. siemianowicka 2,4,6,8,10 i ul. cieszynska 10
opis: dzien dobry,
chcialabym zapytac dlaczego naszej wspolnoty nie ma w zestawieniu do odbioru drzewek choinkowych z oslony smietnikowej, czy mozna nas dopisac jezeli tak to prosze o informacje kiedy odbedzie sie ich odbior.";Inne
zgloszenie od mieszkanki o brudnych i zasmieconych chodnikach na skrzyzowaniu ul. dobrej i nabycinskiej;Sprzatanie miasta
prosze o dostarczenie harmonogramu odbioru odpadow na 2019 rok ul. braci gierymskich 49;Wywoz odpadow
"temat: podstawienie kontenera
zarzadca: wspolnota mieszkaniowa zegadlowicza 47
opis miejsca: rog ul. zegadlowicza 47 i konrada korzeniowskiego od podworka
opis: wspolnota mieszkaniowa zegadlowicza 47 prosi o podstawienie kontenera na odpady wielkogabarytowe ( duza pojemnosc pojemnika) w dniu 11 stycznia 2019- prosze kontener zabrac w dniu 14 stycznia (poniedzialek). prosze o potwierdzenie otrzymania niniejszej wiadomosci oraz potwierdzenie terminu okreslonego w opisie. prosze o kontakt telefoniczny lub meilowy. dziekuje.  ewa drozd";Strefa Zarzadcy
wlasciciel nieruchomosci bukowskiego 180 prosi o dostarczenie harmonogramu wywozu odpadow na rok 2019 (wrzucenie do skrzynki pocztowej) oraz workow zoltych w ilosci 10 szt. klient zostal poinformowany, ze w dn. 09/01/2019 odbedzie sie odbir plastiku.;Pojemniki/worki na odpady
ponowna informacja do zgloszenia z dnia 28.11.18 r. id 544435, mieszkanka twierdzi, ze worki z papierem nie zostaly odebrane i w pojemniku rowniez znajduje sie nieodebrany papier. prosba o interwencje.;Wywoz odpadow
zasmiecony ciag pieszo - jezdny na skrzyzowaniu zlotostockiej i zabkowickiej, na wysokosci przedszkola. mieszkanka prosi o uprzatniecie terenu, zalegaja tam papiery szklo i liscie.;Sprzatanie miasta
"temat: zapytanie o harmonogram
odpady: odpady zielone
pojemniki: pojemniki 10 m3
opis: prosimy o podstawienie pojemnika na odpady zielone 10m3 lub wiekszy, gdyz musimy bardzo szybko usunac sciete drzewa, ktore zlozone sa na obszarze, gdzie beda prowadzone prace remontowe";Strefa Zarzadcy
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: zmieszane odpady komunalne
pojemniki: pojemniki 60-1100 l
opis: bark odbioru zgodnie z harmonogramem smieci zmieszanych - oslona smietnikowa ul.stalowa52";Wywoz odpadow
"temat: zmiana terminu podstawienia kontenera
zarzadca: spoldzielna mieszkaniowa super
opis miejsca: teren spoldzielni mieszkaniowej super przy ul. monopolowej 2a
opis: prosze o zmiane czestotliwosci podstawiania kontenera wielkogabarytowego z 12 w ciagu roku na 4 (raz na kwartal) z uwagi na to ze przy 12 podstawieniach kontener ten nie spelnia swojej funkcji stojac pusty i zajmujac niepotrzebnie mieje.";Strefa Zarzadcy
"temat: podstawienie kontenera
zarzadca: ga-mi zarzadzanie nieruchomosciami sp. z o.o.
opis miejsca: przed budynkiem
opis: prosze o podstawienie kontenera na gabaryty przed budynkiem w/w wm";Strefa Zarzadcy
"wlasciciel nieruchomosci prosi o dostarczenie workow na szklo (sprawa dot. zamiany pojemnika na worek).
kontakt tel. ze zglaszajacym: 791418197
klient prosi o dostarczenie workow na szklo w ilosci 10 szt.
";Pojemniki/worki na odpady
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: worki
opis: witam,
zwracam sie ponownie z uprzejma prosba o spowodowanie dostarczenia zoltych workow
na odpady plastikowe pod adres ul.szafera 31 52-216 wroclaw,poniewaz w zeszlym tygodniu
nie zostaly zostaly zwrotnie zostawione po odbiorze 3 -ech workow zoltych z posesji ul.szafera 31
52-216 wroclaw i w chwili obecnej nie mam mozliwosci segregowania odpadow.taka sytuacja ma
miejsce po raz kolejny.jezeli jest taka potrzeba to dysponuje zdjeciem wystawionych workow.
pozdrawiam miroslaw wiech";Pojemniki/worki na odpady
"temat: inne
opis miejsca: kontenery na smieci przed posesja.
opis: przywlaszczenie pojemnika/statyw.
po odbiorze smieci segregowanych (zoltych) z miejsca przed domem razem z workiem znikl rowniez statyw aluminiowy na worek.
poniedzialek 9.01.2019 godz 9.15.";Inne
"uprzejmie prosze mi odpowiedziec gdzie moge wyrzucic sloiki z przeterminowanymi przetworami/kompoty i dzemy/.na osiedlu nie ma kontenera na kompostownik.
czy moge wrzucic je do pojemnika ze smieciami zmieszanymi.sloi jest b.duzo ok.100 szt./sprzatanie piwnicy wroclaw-brochow po zmarlej osobie/.
                                                                     z powazaniem c.olichwer
<celao1@o2.pl>";Segregacja
"wlasciciel nieruchomosci zglasza brak odbioru odpadow zmieszanych w dn. 09/01/2019- nieruchomosc pominieta (sasiedzi maja zabrane smieci).
pojemnik znajduje sie na zewnatrz, przed posesja.";Wywoz odpadow
prosze o dostarczenie 30 sztuk workow na odpady z tworzyw sztucznych na ul szafera 31. prosze o realizacje zgloszenia w dniu dzisiejszym. ;Pojemniki/worki na odpady
"bs albaz - warsztat samochodowy i stacja kontroli pojazdow zglasza brak odbioru odpadow zmieszanych poczawszy od m- ca grudnia 2018 roku (przed swietami). wszystkie pojemniki na odpady zmieszane sa pelne, klient prosi o natychmiastowy pilny wywoz odpadow.
prosze o potwierdzenie otrzymania zgloszenia oraz poinformowanie o terminie wywozu odpadow na adres e- mail: biuro@albaz.pl
godziny pracy firmy to 08:00 - 19:00, prosze o systematyczne- zgodne z harmonogramem odbieranie smieci.";Wywoz odpadow
"temat: tereny zewnetrzne - chodniki
dzielnica: fabryczna
opis miejsca: rog z jutrzenki
opis: na trawniku przy posesji feichta 14 od strony jutrzenki lezy wanna, ktora ktos porzucil na poczatku grudnia.";Sprzatanie miasta
"temat: zapytanie o harmonogram
odpady: papier i tektura
pojemniki: pojemniki 60-1100 l
opis: witam, wedlug nowego harmonogramu odpady makulaturowe beda odbierane z naszej posesji tylko raz w miesiacu. to zdecydowanie zbyt rzadko - dotychczas pojemniki byly przepelnione nawet przy wiekszej czestotliwosci odbiorow. dla gospodarstw domowych rzetelnie segregujacych smieci ograniczenie wywozu makulatury do jednego razu w miesiacu moze rownac sie wylacznie utonieciu w gorze smieci. jak mozemy rozwiazac ten problem?";Wywoz odpadow
"temat: inne
opis: dzien dobry. 
7.01. 2019r. -w poniedzialek zaraz po oproznieniu  pojemnikow przez pracownikow ekosystemu  zastalam wywrocony kubel i otwarty boks na pojemniki. martwi mnie takie postepowanie pracownikow, poniewaz niedawno byly przez panstwo wymieniane uszkodzone pojemniki. mam wrazenie, ze w duzym pospiechu pracownicy ne zachowuja wlasciwych standardow obslugi. szkoda, bo wplywa to na pewno na zwiekszenie  kosztow, ktore ponosza panstwo, a posrednio rowniez my-mieszkancy. prosze o interwencje w tej sprawie. mam nadzieje,ze sytuacja sie nie powtorzy. w zalaczeniu przesylam zdjecie zastanej sytuacji. z powazaniem, beata zietek";Pojemniki/worki na odpady
"<celao1@o2.pl>
witam! dziekuje za informacje - wiem ze puste sloiki mozna wrzucac do 
pojemnikow na szkla ,ale dalej nie wiem co mam zrobic z zawatrosci
gdzie ja zgromadzic?.na to pytanie pani mi nie odpowiedzial.
gdzie je skladowac?    na osiedlu nie ma odpowiedniego kontenera.
pozdrawiam c.olichwer";Segregacja
"mieszkancy calej ulicy pasiecznej zglaszaja brak odbioru odpadow zmieszanych w dniu 09/01/2019.
prosze o natychmiastowy wywoz tego rodzaju odpadu.";Wywoz odpadow
"temat: podstawienie kontenera
zarzadca: nasz zarzadca sp. z o.o.
opis miejsca: podstawienie kontenera przy pojemnikach na odpady zmieszane
opis: podstawienie kontenera na odpady wielogabarytowe przy ul. wapiennej 26  przy pojemnikach na odpady zmieszane";Strefa Zarzadcy
"temat: brak pojemnika na odpady
odpady: odpady ze szkla
pojemniki: pojemnik 1100l
opis: wspolnota mieszkaniowa zwraca sie z prosba o podstawienia pojemnika na szklo ktory zostal zabrany kilka miesiecy temu .";Pojemniki/worki na odpady
"witam, 
bardzo prosimy o odbior zeskladowanych choinek na kamyczkach przy oslonie. klucz panstwo posiadaja bo jest to systemowy klucz. z uwagi ze w samej oslonie nie ma zbyt wiele miejsca beda zeskladowane obok nalezy wejsc furtka obok. 
prosze o potwierdzenie.
";Wywoz odpadow
wlasciciel nieruchomosci wyscigowa 57 prosi o dostarczenie harmonogramu odbioru odpadow komunalnych dla przedmiotowej nieruchomosci (wrzucenie do skrzynki pocztowej).;Wywoz odpadow
prosze o pilny odbior odpadow zmieszanych ul. lutynska 11/6. pojemnik jest opisany i kolejny raz nie zostal oprozniony zgodnie z harmonogramem. prosze o podjecie dzialan w tym zakresie.;Wywoz odpadow
"temat: przepelnienie pojemnika
odpady: odpady ze szkla
pojemniki: pojemniki/dzwony do zbiorki selektywnej
opis: przepelnienie kontenerow na szklo ul. buska2- szczyt budynku";Wywoz odpadow
wlasciciel nieruchomosci stablowicka 119d/2 prosi o dostarczenie harmonogramu odbioru odpadow komunalnych dla przedmiotowej nieruchomosci (wrzucenie do skrzynki pocztowej).;Wywoz odpadow
brak odbioru odpadow zgodnie z harmonogramem ul. ziebicka 40, prosze o interwencje.;Wywoz odpadow
wlasciciel nieruchomosci prosi o dostarczenie pojemnika na tworzywa sztuczne- 240 l (sprawa dot. zamiany worka na pojemnik).;Pojemniki/worki na odpady
"temat: podstawienie kontenera
zarzadca: sm metalowiec aii
opis miejsca: obok oslony smietnikowej
opis: hallera 71";Strefa Zarzadcy
"temat: pas drogowy - chodnik
dzielnica: fabryczna
opis miejsca: ul. grabiszynska, kierunek oporow, na wysokosci bramy glownej cmentarza, chodnik z tylu przystanku autobusowego  nr 17119
opis: odpad w pasie drogowym - paleta.";Sprzatanie miasta
"temat: pas drogowy - jezdnia
dzielnica: krzyki
opis miejsca: cala ulica kajdasza wraz z chodnikami
opis: dzien dobry,
zwracam sie do panstwa z wnioskiem o odsniezanie i posypanie sola lub piaskiem ulic edmunda kajdasza oraz krzysztofa komedy we wroclawiu wraz z chodnikami.
niestety mamy wrazenie, ze panstwo zupelnie zapomnieli, iz takie ulice w ogole we wroclawiu istnieja i sa gesto zamieszkale. tej ani zeszlej zimy jeszcze ani raz nie nastapilo na ww. ulicach jakiekolwiek odsniezanie czy zabepieczenie jezdni oraz chodnika przed skutkami zimy. jako podatnicy wroclawia uwazamy ten stan rzeczy za skandaliczny!
ulica kajdasza oraz komedy sa szczegolnie sliskie, gdyz mieszcza sie na obrzezach wroclawia, gdzie temperatura spada ponizej sredniej wroclawia. stluczki i fikolki sa u nas na porzadku dziennym, a nikt szczegolnie nie lubi takich rzeczy.
w zwiazku z powyzszym jako mieszkancy wnioskujemy o pilne odlodzenie i zabezpieczenie jezdni oraz chodnikow wzdluz ulicy edmunda kajdasza oraz krzysztofa komedy oraz o uwzglednienie tych ulic w regularnym planie akcji zima. 
z powazaniem, 
arkadiusz petryszyn 
wiceprzewodniczacy zarzadu osiedla jagodno";Akcja zima
"wlasciciel nieruchomosci opatowicka 156 zglasza brak odbioru wszystkich odpadow komunalnych poczawszy od nowego roku. pojemniki znajduja sie na posesji- mieszkaniec ma kontaktowac sie z informacja do wykonawcy, ze pracownicy moga wejsc i oprozniac pojemniki oraz workow z odpadami.
kontakt z rozmowca: 606100483.";Wywoz odpadow
"temat: pas drogowy - jezdnia
dzielnica: krzyki
opis miejsca: ulice przy ul. kajdasza i komedy
opis: witam panstwa, 
mamy zime a jezdnie cale w lodzie. prosze o interwencje i natychmiastowe zajecie sie sprawa, poniewaz kolejne opady sniegu i mrozu a ulice biale i sliskie";Akcja zima
"temat: tereny zewnetrzne - chodniki
dzielnica: krzyki
opis miejsca: jezdnia, chodnik
opis: prosze o pilna interwencje w sprawie oblodzonej jezdni oraz chodnikow.";Akcja zima
"temat: podstawienie dodatkowego pojemnika na odpady
odpady: zmieszane odpady komunalne
pojemniki: pojemnik120l
opis: prosze o dostawienie dodatkowego pojemnika na odpady zmieszane o poj. 120 l";Pojemniki/worki na odpady
"[przekazanie zgloszenia nr: ##1655## : ul. pionierow - odsniezanie]
przekazane zgloszenie nr 1655
zglaszajacy: 
data zgloszenia: 15.01.2019 11:02
temat: ul. pionierow - odsniezanie
opis:
dzien dobry, 
z powodu braku usuniecia zmarzliny z jezdni w okolicach brochowa ul. pionierow na rondzie przy predkosci 8km/h wypadlam z ronda uderzajac w kraweznik i gdyby nie kilka cm dalej stal slup prawdopodobnie ja i dziecko bylibysmy powaznie uszkodzeni. 
prosze o pilna interwencje w powyzszych sprawach. chcialabym bezpieczniej wrocic do domu popoludniu unikajac jazdy na lodzie autem i bez slalomu miedzy dziurami.
z powazaniem,


ulica: pionierow
lokalizacja: ul. pionierow na rondzie p";Akcja zima
"wlasciciel nieruchomosci zglasza brak odbioru odpadow ze szkla w dniu 14/01/2019. pojemnik znajduje sie na zewnatrz, klient prosi o pilny odbior z uwagi, ze jest on wystawiony na zewnatrz na chodniku- osoby trzecie moga wrzucic rzne odpady i zanieczyscic dany rodzaj odpadu.
klient prosi o natychmiastowy odbior z gory dziekujac.";Wywoz odpadow
"temat: tereny zewnetrzne - chodniki
dzielnica: krzyki
opis miejsca: dot. cedrowa 2-28 topolowa 3, wilenska 2-12,  wilenska 1-37,  cedrowa 1-23, topolowa 5
opis: witam,
uprzejmie prosze o biezace utrzymywanie w nalezytym stanie (bez oblodzenia, sniegu) chodnikow znajdujacych sie wzdluz drogi na osiedlu brochow (adresy jw. w opisie miejsca) a budynkami tbs. zaznaczam, ze tbs odsnieza dojscia do budynkow jw. natomiast chodniki wzdluz drogi naleza do utrzymania panstwa sluzb. 
z gory dziekuje i pozdrawiam
elzbieta wittek";Akcja zima
wlasciciel nieruchomosci prosi o wymiane pojemnika na odpady papier i tektura- 120 l z uwagi na jego uszkodzenie.;Pojemniki/worki na odpady
"temat: inne
opis miejsca: ul. nenckiego 59-59b oslona smietnikowa
opis: informuje, ze pracownicy, ktorzy odbierali dzisiaj z nieruchomosci nieczystosci pozostawili w oslonie balagan i nie uprzatneli do konca smieci. bardzo prosze o zwrocenie uwagi pracownikom, aby mimo wszystko zabierali nieczystosci z oslony.
z powazaniem,
joanna grabowska
westa dom zarzadzanie nieruchomosciami";Inne
prosze o dostarczenie 10  sztuk workow na tworzywa sztuczne na ul. pawlowicka 71a. prosze o realizacje zgloszenia.;Pojemniki/worki na odpady
"temat: podstawienie kontenera
zarzadca: spoldzielnia mieszkaniowa zak
opis miejsca: wnetrze podworkowe - za szlabanem - obok smietnika
opis: prosze o podstawienie kontenera na gabaryty we wnetrzu podworkowym - za szlabanem - obok smietnika.
prosze rowniez o podanie terminu.";Strefa Zarzadcy
